Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"ELLIS, Mr John Bertie",1883,1932,28,Male,Victualling Crew,,,,Southampton,Assistant Vegetable Cook,SAVED,2,,English,https://www.encyclopedia-titanica.org/titanic-survivor/john-bertram-ellis.html
"FLAHERTY, Mr Edward",1860,1940,52,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/edward-flarty.html
"HANNAM, Mr George",1882,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-hannam.html
"GOREE, Mr Frank",1871,1912,40,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,222,English,https://www.encyclopedia-titanica.org/titanic-victim/frank-goree.html
"GEER, Mr Alfred Emest",1886,1912,26,Male,Engineering Crew Substitute Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-emest-geer.html
"SLADE, Mr Alfred Edward",1887,1965,25,Male,Engineering Crew Deserted,,,,Southampton,Fireman,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/slade-a.html
"LEONARD, Mr Matthew",1886,1912,25,Male,Victualling Crew,,,,Belfast,3rd Class Steward,LOST,,,"American, Irish",https://www.encyclopedia-titanica.org/titanic-victim/matthew-leonard.html
"BENHAM, Mr Fred John",1882,1912,30,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-benham.html
"MCMURRAY, Mr William",1868,1912,44,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-mcmurray.html
"NEAL, Mr Harold Bentley",1886,1950,25,Male,Victualling Crew,,,,Southampton,Baker,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/henry-neal.html
"WILLIAMSON, Mr James Bertram",1876,1912,35,Male,Victualling Crew Postal Clerk,,,,Southampton,Postal Clerk / Postman,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/james-bertram-williamson.html
"CAVE, Mr Herbert",1873,1912,39,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,218,English,https://www.encyclopedia-titanica.org/titanic-victim/herbert-cave.html
"WORTHMAN, Mr William Henry",1875,1912,37,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/walter-jarvis.html
"MARSH, Mr Frederick Charles",1872,1912,39,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,268,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-charles-marsh.html
"HOLMAN, Mr Percival Thomas",1887,1937,24,Male,Engineering Crew,,,,Belfast,Trimmer,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/thomas-holman.html
"SLADE, Mr Thomas",1883,1933,28,Male,Engineering Crew Deserted,,,,Southampton,Fireman,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/slade-t.html
"BRIANT, Mr Albert",1877,1912,34,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-briant.html
"DAVIES, Mr Gordon Raleigh",1879,1912,32,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/gordon-raleigh-davies.html
"JANIN, Mr Claude Marie",1882,1912,29,Male,Restaurant Staff,,,,Southampton,Soup Cook,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/claude-marie-janin.html
"GRACEY, Mr John",1859,1913,53,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-gracey.html
"CROVELLA, Sig. Paolo Luigi",1895,1912,16,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/luigi-louis-crovella.html
"BLAKE, Mr Percival Albert",1889,1968,22,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/percival-albert-blake.html
"NICHOLS, Mr Arthur",1866,1912,45,Male,Victualling Crew,,,,Southampton,Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-nichols.html
"SENIOR, Mr Harry",1881,1937,31,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/harry-senior.html
"HAYTER, Mr Arthur",1867,1912,44,Male,Victualling Crew,,,,Belfast,Bed Room Steward,LOST,,25,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-hayter.html
"KIRKALDY, Mr Thomas Benjamin",1876,1912,35,Male,Victualling Crew,,,,Southampton,Bed Room Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-kirkaldy.html
"MCDONALD, Mr George",1882,,30,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/george-mcdonald.html
"TESTONI, Sig. Ercole",1888,1912,23,Male,Restaurant Staff,,,,Southampton,Assistant Glass Man,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/ercole-testoni.html
"BREWSTER, Mr George Henry",1859,1912,52,Male,Victualling Crew,,,,Belfast,Bedroom Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-brewster.html
"SELF, Mr Alfred Henry",1872,1912,39,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-henry-self.html
"BYRNE, Mr James Edward",1867,1912,44,Male,Victualling Crew,,,,Southampton,Bedroom Steward (2nd Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-byrne.html
"INGRAM, Mr George",1892,1912,19,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,204,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-ingram.html
"BOCHET, Mr Pietro Giuseppe",1868,1912,43,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/pietro-giuseppe-bochet.html
"NORRIS, Mr James",1890,1912,22,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-norris.html
"PACEY, Mr Reginald lvan",1894,1912,17,Male,Victualling Crew,,,,Southampton,Lift Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/reginald-lvan-pacey.html
"CHARMAN, Mr John James",1886,1912,25,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-charman.html
"HALLETT, Mr George Alexander",1889,1912,23,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-hallett.html
"CRAIG, Mr David",1879,,33,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/david-craig.html
"SCOTT, Mr John",1892,1912,20,Male,Victualling Crew,,,,Southampton,Assistant boots steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-scott.html
"MAUGé, Mr Paul Achille Maurice Germain",1887,1971,25,Male,Restaurant Staff,,,,Southampton,Kitchen Clerk,SAVED,,,French,https://www.encyclopedia-titanica.org/titanic-survivor/paul-achille-maurice-germain-mauge.html
"MCGOWN, Mr Barney",1869,,43,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/barney-mcgown.html
"LANE, Mr Albert Edward",1879,1912,33,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-edward-lane.html
"WOODS, Mr Hugh",1881,1963,31,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/hugh-woods.html
"MCANESPIE, Mr James",1860,1931,52,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-mcanespie.html
"BENSON, Mr James",1862,,50,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-benson.html
"FAY, Mr Thomas Joseph",1881,1912,30,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-joseph-fay.html
"PARSONS, Mr Richard Henry",1893,1912,18,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/richard-parsons.html
"HARRISON, Mr Norman E.",1873,1912,38,Male,Engineering Crew,,,,Belfast,Junior 2nd. Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/norman-harrison.html
"KING, Mr Ernest Waldron",1884,1912,28,Male,Victualling Crew,,,,Southampton,Clerk (1st class),LOST,,321,Irish,https://www.encyclopedia-titanica.org/titanic-victim/ernest-waldron-king.html
"BARKLEY, Mr Robert",1873,,39,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-barkley.html
"WHITE, Mr Leonard Lisle Oliver",1880,1912,32,Male,Victualling Crew,,,,Belfast,Saloon Steward,LOST,,,Australian,https://www.encyclopedia-titanica.org/titanic-victim/leonard-lisle-oliver-white.html
"SIMS, Mr W.",1882,,30,Male,Engineering Crew Left with Consent,,,,Southampton,Fireman,,,,,https://www.encyclopedia-titanica.org/titanic-biography/sims-w.html
"MCMULLAN, Mr Patrick",1882,,30,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/patrick-mcmullan.html
"LEWIS, Mr James",1871,1917,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-lewis.html
"SNAPE, Mrs Lucy Violet",1890,1912,22,Female,Victualling Crew,,,,Southampton,Stewardess,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/lucy-violet-snape.html
"LITTLE, Mr James",1863,,49,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-little.html
"O'CONNOR, Mr Thomas Peter",1868,1912,44,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-peter-oconnor.html
"NETTLETON, Mr George Walter",1882,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-nettleton.html
"SMITH, Mr William",1886,1912,26,Male,Deck Crew,,,,Southampton,Seaman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-smith.html
"CARTER, Mr James",1866,1912,46,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-carter-ball.html
"LYTTLE, Mr James",1881,1975,30,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-lyttle.html
"GODLEY, Mr George Auguste",1873,1940,38,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-godley.html
"WARD, Mr James William",1881,1912,31,Male,Engineering Crew,,,,Southampton,Leading Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-ward.html
"GODWIN, Mr Frederick Charles",1876,1912,36,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-charles-godwin.html
"FOLEY, Mr John",1865,1934,46,Male,Deck Crew,,,,Belfast,Deck storekeeper,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/john-foley.html
"DODD, Mr Edward Charles",1873,1912,39,Male,Engineering Crew,,,,Belfast,Junior 3rd. Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-charles-dodd.html
"BURRAGE, Mr Arthur Victor Edwards",1891,1951,20,Male,Victualling Crew,,,,Southampton,Plate Steward,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-burrage.html
"ANDERSON, Mr Walter Yuill",1861,1912,50,Male,Victualling Crew,,,,Southampton,Bed Room Steward,LOST,,146,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/walter-anderson.html
"HAMBLYN, Mr Ernest William",1865,1912,47,Male,Victualling Crew,,,,Southampton,2nd Class Bedroom Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-william-hamblyn.html
"LIGHT, Mr W.",1865,1912,47,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-light.html
"FLETCHER, Mr Percy William",1887,1912,25,Male,Victualling Crew,,,,Belfast,Bugler Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/percy-william-fletcher.html
"BLANEY, Mr James",1880,1912,32,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/james-blaney.html
"MCGRADY, Mr James",1885,1912,27,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,330,Irish,https://www.encyclopedia-titanica.org/titanic-victim/james-mcgrady.html
"BENNETT, Mrs Mabel Kate",1878,1974,33,Female,Victualling Crew,,,,Southampton,Stewardess,SAVED,5,,English,https://www.encyclopedia-titanica.org/titanic-survivor/mabel-bennett.html
"MCINERNEY, Mr Thomas",1873,1912,38,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-mcinerney.html
"MARKS, Mr James",1884,1912,27,Male,Victualling Crew,,,,Southampton,Assistant Pantryman Steward (1st Class),LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/j-marks.html
"MORRIS, Mr William Edward",1889,1912,23,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-edward-morris.html
"BAILEY, Mr George Frank",1866,1912,46,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/george-bailey.html
"BURNS, Mr William Simpson",1874,1953,37,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-burns.html
"KAVANAGH, Mr William",1885,,26,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Australian,https://www.encyclopedia-titanica.org/titanic-biography/william-kavanagh.html
"QUINN, Mr John",1876,,36,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-quinn.html
"DONATI, Sig. Italo Francesco",1894,1912,17,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,311,Italian,https://www.encyclopedia-titanica.org/titanic-victim/italo-francesco-donati.html
"TAYLOR, Mr Charles William Frederick",1871,1912,40,Male,Deck Crew,,,,Southampton,Able-bodied Seaman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/c-taylor.html
"COLEMAN, Mr John",1854,1912,57,Male,Engineering Crew,,,,Belfast,Engineers' Mess steward,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/john-coleman.html
"MCGEE, Mr Samuel",1864,,48,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/samuel-mcgee.html
"DONOHOE, Mr Hugh Moses",1874,,37,Male,Deck Crew,,,,Belfast,Able Seaman,,,,,https://www.encyclopedia-titanica.org/titanic-biography/hugh-donohoe.html
"BROOME, Mr Athol Frederick",1881,1912,31,Male,Victualling Crew,,,,Southampton,Verandah Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/athol-frederick-broome.html
"HURST, Mr Walter",1888,1964,23,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/walter-hurst.html
"ALLEN, Mr Ernest Frederick",1888,1968,24,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/ernest-frederick-allen.html
"JAGO, Mr Joseph",1853,1912,59,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-jago.html
"WALKER, Mr Robert",1869,,43,Male,Engineering Crew,,,,Belfast,Trimmer,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/robert-walker.html
"BENDELL, Mr Frank",1888,1912,23,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/f-bendell.html
"CROSKERY, Mr Thomas",1871,1950,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-croskery.html
"ROBINSON, Mr Samuel",1869,,43,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/samuel-robinson.html
"DEEBLE, Mr Alfred Arnold",1877,1912,34,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,270,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-arnold-deeble.html
"LLOYD, Mr Humphrey",1871,1912,41,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,57,English,https://www.encyclopedia-titanica.org/titanic-victim/humphrey-lloyd.html
"BARLOW, Mr George",1872,1912,39,Male,Victualling Crew,,,,Southampton,Bed Room Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-barlow.html
"CHEEVERS, Mr William",1880,1914,31,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-cheevers.html
"WATERIDGE, Mr Edward Lewis",1886,1912,26,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-lewis-wateridge.html
"RIDOUT, Mr Walter George",1882,1912,29,Male,Victualling Crew,,,,Southampton,Second Class Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-ridout.html
"ALLSOP, Mr Alfred Samuel",1876,1912,36,Male,Engineering Crew,,,,Belfast,2nd Electrician,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-samuel-allsop.html
"HARDY, Mr John",1871,1953,40,Male,Victualling Crew,,,,Belfast,Chief Second Class Steward,SAVED,D,,English,https://www.encyclopedia-titanica.org/titanic-survivor/john-hardy.html
"WALLIS, Mrs Catherine Jane",1876,1912,36,Female,Victualling Crew,,,,Southampton,Matron,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/catherine-jane-wallis.html
"BARKER, Mr George",1856,,56,Male,Engineering Crew,,,,Belfast,Storekeeper,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/george-barker.html
"HAWKESWORTH, Mr William Walter",1869,1912,43,Male,Victualling Crew,,,,Southampton,Deck Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-walter-hawkesworth.html
"ZANETTI, Sig. Minio",1892,1912,20,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,,Swiss,https://www.encyclopedia-titanica.org/titanic-victim/minio-zanetti.html
"CULLEN, Mr Charles James",1863,1939,49,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-cullen.html
"LONG, Mr William",1876,1912,36,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-long.html
"WALPOLE, Mr James",1864,1912,48,Male,Victualling Crew,,,,Belfast,Chief Pantryman Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-walpole.html
"FORWARD, Mr James",1884,1940,27,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,16,,English,https://www.encyclopedia-titanica.org/titanic-survivor/james-forward.html
"LEE, Mr Herbert Henry",1894,1912,17,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/h-lee.html
"BENSON, Mr William",1887,1967,25,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-benson.html
"HENDRICKSON, Mr Charles Osker",1883,1956,28,Male,Engineering Crew,,,,Southampton,Leading Fireman,SAVED,1,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-george-hendrickson.html
"DICKSON, Mr William",1875,1912,37,Male,Engineering Crew Substitute Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-dickson.html
"WOODMEY, Mr Robert",1871,,41,Male,Engineering Crew,,,,Belfast,Fireman,,,,Scottish,https://www.encyclopedia-titanica.org/titanic-biography/robert-woodmey.html
"LYTLE, Mr Thomas",1881,,31,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-lytle.html
"MCELROY, Mr Hugh Walter",1874,1912,37,Male,Victualling Crew,,,,Southampton,Purser,LOST,,157,English,https://www.encyclopedia-titanica.org/titanic-victim/hugh-walter-mcelroy.html
"WRIGHT, Mr Frederick",1888,1912,24,Male,Victualling Crew,,,,Southampton,Squash racquet court attendant,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-wright.html
